Usuario,Caso,CUIL,Fecha,CBU Origen,CBU Destino,Monto,Moneda
analista2,CASO-00027,69963307434,2024-01-05,ES5366952516116379425252,ES6378476763331556158309,152881.99,ARS
analista3,CASO-00028,66729099416,2024-01-25,ES1167630434264951831918,ES7551621681725694266273,66173.06,ARS
analista1,CASO-00029,27353662731,2024-01-25,ES8834031467676480887068,ES1644537785240952224652,129581.44,ARS
analista3,CASO-00030,23004462582,2024-01-13,ES4422263344669261424413,ES3663622922502134297854,41880.66,USD
analista1,CASO-00031,94488041321,2024-01-19,ES7299535048757868569500,ES6649146170739379990285,96705.57,ARS
analista1,CASO-00032,35970421994,2024-01-28,ES4144694964055620159712,ES0437217466224876424210,271685.61,USD
analista1,CASO-00032,35970421994,2024-01-30,ES2226938760412754587343,ES7810679406076717020765,105543.66,USD
analista1,CASO-00033,57957668257,2024-01-05,ES9611054980002057061550,ES4597140416841354359110,43244.19,ARS
analista3,CASO-00034,22709696268,2024-01-04,ES1499311835861458547935,ES4249332526829808419314,211963.79,ARS
analista3,CASO-00035,06646304070,2024-01-11,ES8475309494366055483664,ES2302615076713156492497,136378.79,ARS
analista3,CASO-00035,06646304070,2024-01-10,ES1912732960431237614418,ES0722315878904586938964,342907.0,ARS
analista3,CASO-00036,03001680728,2024-01-21,ES8279527807301693741725,ES3187283935378656691639,280019.48,ARS
analista1,CASO-00037,94603475482,2024-01-17,ES2048605513265825232590,ES3279978960866577373264,315351.97,ARS
analista1,CASO-00037,94603475482,2024-01-15,ES8292335294197825429801,ES9428103706783783165383,140205.42,ARS
analista2,CASO-00038,82811492223,2024-01-16,ES9041471732032312577442,ES8880447197696370063013,114226.16,USD
analista2,CASO-00039,30039858284,2024-01-05,ES1204658113772079417413,ES7403537183232768710155,121873.32,USD
analista1,CASO-00040,88079352223,2024-01-17,ES3502302234417014685509,ES6056634253735653035189,184006.19,ARS
analista1,CASO-00040,88079352223,2024-01-17,ES1607531019375149081749,ES3024765556821203763376,125374.5,ARS
analista1,CASO-00041,54322357484,2024-01-24,ES2217199597479744190459,ES4611928608355932105518,168654.89,ARS
analista2,CASO-00042,30394724565,2024-01-16,ES2804309586880470052347,ES9672660846340074272114,323456.55,USD
analista2,CASO-00042,30394724565,2024-01-15,ES3697841135167938088189,ES2651564176324473908696,285064.81,ARS
analista1,CASO-00043,47831848191,2024-01-28,ES9077465247015002832940,ES6051776724959401184429,108072.54,ARS
analista1,CASO-00043,47831848191,2024-01-28,ES3452204588523100236322,ES8057367324717709804046,200981.57,USD
analista3,CASO-00044,70527356810,2024-01-11,ES4316701455350618689390,ES5485323011225053952159,52535.29,ARS
analista3,CASO-00044,70527356810,2024-01-12,ES5965864277592607151665,ES0747420630432620110018,74846.71,ARS
analista3,CASO-00045,82538758091,2024-01-18,ES4912959784759878687406,ES7805906235483270163276,111346.87,ARS
analista2,CASO-00046,39345909897,2024-01-21,ES8267201914886925538167,ES3957697418503886215528,244927.52,ARS
analista1,CASO-00047,05677892093,2024-01-05,ES7237471712416585455681,ES8393555554571272162920,136048.24,ARS
analista1,CASO-00047,05677892093,2024-01-03,ES4540887370718267451822,ES6856166448456842451736,37545.46,ARS
analista1,CASO-00048,87447910455,2024-01-24,ES4287107511934250199877,ES9814960799342194391404,12429.47,USD
analista1,CASO-00048,87447910455,2024-01-25,ES4580797687011568365364,ES3654370829826339507517,236185.62,USD
analista2,CASO-00049,79448169755,2024-01-25,ES4468408246547729351036,ES4378627987122918107257,215913.67,USD
analista1,CASO-00050,62273315887,2024-01-26,ES6033859008252842998952,ES9344271781063607121856,41534.06,USD
analista1,CASO-00050,62273315887,2024-01-26,ES3610436574974963673933,ES7575778809752957366425,27742.79,USD
analista3,CASO-00051,09305363425,2024-02-26,ES1637615229503736607295,ES8100191797543408678113,17351.96,USD
analista3,CASO-00051,09305363425,2024-02-28,ES5200361366874462785456,ES3521327757411089222781,137374.23,USD
analista3,CASO-00052,41885072817,2024-02-20,ES3869928428570331673645,ES0950562375040533064628,171249.93,ARS
analista3,CASO-00052,41885072817,2024-02-22,ES8591220397255772130948,ES6937652251483040387532,121076.19,ARS
analista1,CASO-00053,70071693859,2024-02-18,ES5456366601803539620483,ES3271786355931885585670,216919.54,USD
analista1,CASO-00053,70071693859,2024-02-17,ES5004573817279031033066,ES4861436945063256095896,138145.06,ARS
analista3,CASO-00054,13722620146,2024-02-08,ES6443951324854372415044,ES2933500494406876359755,37570.92,USD
analista3,CASO-00054,13722620146,2024-02-09,ES7556007465965518113349,ES9421667286368150463554,353985.59,USD
analista3,CASO-00055,04871675961,2024-02-27,ES9666673970041554433595,ES4013579038701298482382,233208.42,ARS
analista3,CASO-00055,04871675961,2024-02-29,ES8189268245497020886496,ES1748063084744457726191,325639.18,ARS
analista1,CASO-00056,22126489712,2024-02-05,ES5512910534355482827020,ES6383303221936351222043,198696.11,USD
analista3,CASO-00057,18986603968,2024-02-25,ES2844136522280455268175,ES2542275211273023932908,116479.06,ARS
analista3,CASO-00057,18986603968,2024-02-25,ES9258377509186561074623,ES7813451755422179954642,187653.64,USD
analista1,CASO-00058,33451027059,2024-02-09,ES3707415697207056702569,ES1073911553636961695226,96200.9,USD
analista1,CASO-00058,33451027059,2024-02-08,ES6443333318005786850394,ES4167155246123687524487,16142.19,USD
analista1,CASO-00059,55631999774,2024-02-28,ES9606323654639199513185,ES1025496971911065940938,25816.51,USD
analista1,CASO-00059,55631999774,2024-02-28,ES3750111102873783286194,ES8292894046992506818445,16257.96,ARS
analista1,CASO-00060,91659695708,2024-02-20,ES6656928583938273679367,ES0525076595068487711398,48897.98,ARS
analista1,CASO-00060,91659695708,2024-02-19,ES7783428814447538319925,ES3593261691662939891402,48715.39,ARS
analista1,CASO-00061,33499888995,2024-02-19,ES9382800149138158170762,ES7733869051397331129876,48283.15,ARS
analista3,CASO-00062,78859482860,2024-02-25,ES6262067118250238831779,ES3121272840521115077056,111208.59,ARS
analista3,CASO-00063,83990430265,2024-02-12,ES8573936018129801735239,ES7959238703831081338124,174610.69,ARS
analista3,CASO-00064,09859998077,2024-02-06,ES1240292184930904820268,ES8751559932294253499071,300935.23,ARS
analista1,CASO-00065,89680954985,2024-02-13,ES6376005778223035258460,ES2001442531583379090693,73032.06,ARS
analista1,CASO-00066,99782199685,2024-02-17,ES3875521440561912845001,ES7191807184325240416673,24854.5,ARS
analista1,CASO-00066,99782199685,2024-02-16,ES4217995046602473861151,ES6237436256207636602074,10608.51,ARS
analista2,CASO-00067,95246346063,2024-02-06,ES8071286508600872863267,ES7276101791648826254187,291301.39,ARS
analista2,CASO-00067,95246346063,2024-02-05,ES8816923068463009117192,ES8099681545452592984304,171138.78,USD
analista1,CASO-00068,21857547744,2024-02-16,ES0829054961936244783441,ES7159608164485785209695,51388.56,USD
analista2,CASO-00069,29616300245,2024-02-27,ES2081654629699800962130,ES5339532457727873960533,96694.46,USD
analista3,CASO-00070,20067767844,2024-02-12,ES8059618747441696736053,ES3281958982660248913252,236951.88,ARS
analista2,CASO-00071,93759695700,2024-02-26,ES2417163612764731952328,ES2081156976597988221010,11615.36,ARS
analista2,CASO-00072,13301911273,2024-02-29,ES1149965061674975065131,ES3049885484943569339279,153150.34,USD
analista2,CASO-00073,20851492398,2024-02-26,ES1224193986748393756077,ES5721820672101574367862,114638.06,USD
analista3,CASO-00074,30426810855,2024-02-21,ES9233087251518889837217,ES7241326446529532069316,97992.21,USD
analista2,CASO-00075,24280396378,2024-02-07,ES6408828931903073173644,ES0754219734464356838244,388310.35,ARS
analista2,CASO-00075,24280396378,2024-02-05,ES1174939865483999796313,ES3674690980938163719471,298658.18,USD
analista3,CASO-00076,69316439959,2024-03-15,ES9087454511757089188622,ES5682689064506970848517,83690.02,ARS
analista3,CASO-00077,33079155247,2024-03-18,ES5557868116057588601554,ES5535331286578380062618,39222.53,USD
analista1,CASO-00078,29107834583,2024-03-09,ES4069977834916083039592,ES1167697516068895444300,94807.98,USD
analista1,CASO-00078,29107834583,2024-03-07,ES5646060995524263033273,ES6983119523791914107941,28709.82,USD
analista3,CASO-00079,99200134671,2024-03-15,ES7167794595370919631763,ES3761199776454094735916,35699.82,ARS
analista2,CASO-00080,35561171661,2024-03-24,ES7074368524433564976959,ES2476334207668786433343,74282.77,ARS
analista2,CASO-00080,35561171661,2024-03-26,ES0659986288884485423137,ES4829379086452231024038,133513.17,ARS
analista2,CASO-00081,09288838482,2024-03-20,ES5573716613460096713622,ES0907870757912770462332,128528.33,ARS
analista2,CASO-00081,09288838482,2024-03-22,ES6415102470140077766250,ES7732367016735400296053,114491.42,ARS
analista3,CASO-00082,23850278068,2024-03-27,ES9741500262499737064557,ES6942643415086831406062,78590.11,USD
analista2,CASO-00083,38327064419,2024-03-09,ES4475710987568834857951,ES6706267735459071733116,133591.58,USD
analista3,CASO-00084,15067277304,2024-03-27,ES2481580500209062419440,ES4986157187319435710243,161354.44,ARS
analista1,CASO-00085,35562979515,2024-03-24,ES3600235471816293012528,ES7663315295485603007786,161757.83,ARS
analista2,CASO-00086,72257625721,2024-03-05,ES0398386435359340212718,ES7805212937422767030303,82087.36,USD
analista2,CASO-00086,72257625721,2024-03-06,ES6799072211788538138499,ES6809495094265413452059,255815.37,ARS
analista3,CASO-00087,74554563987,2024-03-13,ES3175681211414576554696,ES9252655759393624583153,45937.25,USD
analista3,CASO-00087,74554563987,2024-03-13,ES7190402976675045015399,ES0938366654709295760591,95377.67,ARS
analista2,CASO-00088,01154012749,2024-03-25,ES8684822789410295426540,ES1871262715847711485372,127274.4,USD
analista2,CASO-00088,01154012749,2024-03-25,ES4351494570345875461523,ES3926704824506919090270,161527.24,ARS
analista2,CASO-00089,17131793830,2024-03-27,ES0903457557077677033682,ES4239387457130248299918,150876.46,USD
analista3,CASO-00090,30872633910,2024-03-13,ES7628769207565935514747,ES6518515864783253436935,42381.76,ARS
analista2,CASO-00091,20140017079,2024-03-19,ES0502461278059255275832,ES1377545227613539717161,46602.35,USD
analista3,CASO-00092,80358767705,2024-03-18,ES3470015574753529185916,ES2964159597525764658042,139873.68,ARS
analista3,CASO-00092,80358767705,2024-03-16,ES8855673552805359737547,ES6017126845109412948134,50228.92,ARS
analista1,CASO-00093,41439425502,2024-03-16,ES5364805131167671784475,ES2270139761404221235713,418648.03,USD
analista1,CASO-00093,41439425502,2024-03-14,ES9453484114904787451139,ES1221469595552505598722,104296.16,ARS
analista1,CASO-00094,05397001549,2024-03-05,ES5808511869272081399953,ES4328106261974217217380,295369.92,ARS
analista3,CASO-00095,85611032549,2024-03-07,ES9780589279152047108581,ES1247659017578539622813,88982.38,ARS
analista2,CASO-00096,34891075369,2024-03-24,ES2318351764371908051022,ES4190739911968431518789,277028.56,USD
analista2,CASO-00096,34891075369,2024-03-25,ES5868427880330107472575,ES8600268356070515613092,194161.25,USD
analista2,CASO-00097,68406624273,2024-03-26,ES7990603749286069935827,ES3256810398268277815084,240792.02,ARS
analista2,CASO-00097,68406624273,2024-03-27,ES1525985572793433013309,ES3509069563598047794678,269564.69,USD
analista1,CASO-00098,16095541805,2024-03-18,ES5057974749588115679154,ES0560326798030500785309,157075.16,ARS
analista1,CASO-00098,16095541805,2024-03-20,ES1561926290091043555473,ES8607230509785838754112,59006.29,ARS
analista3,CASO-00099,62053070450,2024-03-15,ES7581311318406898153795,ES8501623178212484381086,84887.23,ARS
analista3,CASO-00099,62053070450,2024-03-14,ES5029307867013021942510,ES1667333217771396674534,146389.54,USD
analista1,CASO-00100,72026174801,2024-03-07,ES8977132805918245817894,ES9777948347799741359054,416621.52,ARS
analista1,CASO-00100,72026174801,2024-03-09,ES6099898388636517646002,ES1493223779696102321646,226497.8,USD
analista3,CASO-00101,17362203227,2024-04-21,ES2146779157146002364435,ES9161757559972790150198,53236.3,ARS
analista3,CASO-00102,83793052996,2024-04-02,ES3067693487582109919881,ES9326758563165096256535,149281.61,ARS
analista3,CASO-00102,83793052996,2024-04-02,ES3423678751111404433085,ES6324196685557559715826,197606.56,USD
analista1,CASO-00103,50421841433,2024-04-12,ES9163447405753740064163,ES0208088368492592651622,105033.0,ARS
analista2,CASO-00104,11878791144,2024-04-27,ES9613727770012068800654,ES3066318738323583768692,47847.7,USD
analista1,CASO-00105,18497924527,2024-04-20,ES4988108774490248946092,ES2847922676002546930621,44471.54,ARS
analista2,CASO-00106,03245331187,2024-04-20,ES9342067053775368606535,ES9347911615854660584924,326406.58,USD
analista2,CASO-00106,03245331187,2024-04-20,ES0329672756769548434902,ES5035648079870979731286,354735.73,ARS
analista1,CASO-00107,68986073899,2024-04-13,ES3529830460475798272796,ES5146057343010150243474,301098.84,ARS
analista1,CASO-00108,77319799906,2024-04-03,ES9325261601637105869182,ES8117124295397058108999,318368.41,USD
analista1,CASO-00109,51828611583,2024-04-11,ES4812078760401340641186,ES9242345901041247138807,406811.79,USD
analista1,CASO-00109,51828611583,2024-04-12,ES9374878382855614866330,ES9080490112351703634802,60055.44,ARS
analista2,CASO-00110,90415884464,2024-04-05,ES3851234318456302154909,ES1754685280779906150075,45819.16,ARS
analista2,CASO-00110,90415884464,2024-04-06,ES4783157521426189705192,ES8309449985495532909369,98212.07,USD
analista3,CASO-00111,47207439894,2024-04-28,ES8719019907658766897487,ES5476356346666667027728,185282.95,ARS
analista3,CASO-00111,47207439894,2024-04-26,ES1270237704653627694376,ES4836805722295876921250,117297.66,USD
analista3,CASO-00112,72373285561,2024-04-25,ES2900622316958007860938,ES2751428802336001344001,93371.11,ARS
analista3,CASO-00112,72373285561,2024-04-26,ES7933899103094054571926,ES2828589136743218127251,145837.58,ARS
analista3,CASO-00113,72512780867,2024-04-16,ES6066973221123604831288,ES1268659534536269550462,237014.98,USD
analista3,CASO-00113,72512780867,2024-04-17,ES5732426793807274417076,ES9289457307076584479183,274739.96,ARS
analista3,CASO-00114,63475862395,2024-04-23,ES8235264020946108256997,ES9855784770849635893526,188197.62,ARS
analista3,CASO-00114,63475862395,2024-04-22,ES2179018742476724756953,ES2277169988716261821317,131577.86,USD
analista3,CASO-00115,29327075410,2024-04-23,ES1740338530423538415872,ES2825707171130267808016,257639.31,USD
analista3,CASO-00115,29327075410,2024-04-22,ES8862505931687633595272,ES1939776075459766844884,232189.69,ARS
analista1,CASO-00116,45608470732,2024-04-08,ES8419771382545584504596,ES9383137433450564191316,78020.75,USD
analista1,CASO-00116,45608470732,2024-04-10,ES6220277450929734074104,ES5127519326385696002569,262650.91,ARS
analista1,CASO-00117,92485218105,2024-04-06,ES1970855786894113499244,ES4891396021293337935640,68241.65,USD
analista1,CASO-00117,92485218105,2024-04-06,ES0365096449435780173092,ES7799842162664294544014,64434.64,ARS
analista1,CASO-00118,67271173246,2024-04-08,ES6518697966781133109181,ES6002011970726973774529,93146.57,ARS
analista1,CASO-00118,67271173246,2024-04-07,ES7647680347781124754989,ES1417752016484936131311,134357.75,ARS
analista3,CASO-00119,86772658268,2024-04-12,ES6696710260462186215803,ES5822959557131718482913,107534.94,ARS
analista3,CASO-00119,86772658268,2024-04-13,ES4042546406676010109314,ES0841707795545496204305,41078.36,USD
analista2,CASO-00120,89922950754,2024-04-11,ES7784821098798085557953,ES1940934028639819156879,123178.38,ARS
analista2,CASO-00120,89922950754,2024-04-09,ES2991981701969123728956,ES1615718977394999191634,124998.8,USD
analista1,CASO-00121,68407184619,2024-04-07,ES9048993127220925231127,ES1282627251536609691620,57432.59,USD
analista1,CASO-00121,68407184619,2024-04-08,ES1875754419309986384171,ES0475269330833891735238,37632.99,ARS
analista1,CASO-00122,72486781079,2024-04-18,ES9435455068603547997151,ES4165519055649328918402,176547.95,ARS
analista3,CASO-00123,15984324968,2024-04-11,ES5924349327153039665255,ES1646820171994718354265,139329.36,USD
analista3,CASO-00124,54716969541,2024-04-03,ES4256760392967104674296,ES3228692368473764057367,151784.38,ARS
analista3,CASO-00124,54716969541,2024-04-01,ES5070058251190277590897,ES2432016596284638413184,236626.71,ARS
analista3,CASO-00125,20553271854,2024-04-06,ES9599566373795563960449,ES7696841166266624859069,55444.25,USD
analista3,CASO-00125,20553271854,2024-04-06,ES0508820155568981167954,ES7609498687031232001092,176141.57,USD
analista3,CASO-00126,51052879357,2024-05-07,ES9320007674518253924599,ES4080061400836808604404,45217.59,ARS
analista3,CASO-00126,51052879357,2024-05-06,ES6146202329005396424027,ES7760919527188211383951,139385.73,ARS
analista2,CASO-00127,36018024221,2024-05-24,ES8758401072683556792931,ES9056421687638738706514,197694.12,USD
analista2,CASO-00127,36018024221,2024-05-25,ES9477610859648633475011,ES4899749003139104213282,115200.76,ARS
analista2,CASO-00128,51107146064,2024-05-11,ES3844456449127895623532,ES6175542785833826692881,287328.2,ARS
analista2,CASO-00128,51107146064,2024-05-10,ES7012427586615559242781,ES8575994991891805279388,139429.7,ARS
analista1,CASO-00129,47511381308,2024-05-17,ES8389933998813947832679,ES3094707915515444407852,265612.72,ARS
analista1,CASO-00129,47511381308,2024-05-15,ES3261307979002819040311,ES1863536705249795083851,112628.13,USD
analista1,CASO-00130,67295478633,2024-05-26,ES1149337679919873297378,ES8702280681678322087691,22582.92,USD
analista1,CASO-00131,10183420915,2024-05-26,ES3088969313064989582515,ES0787659885934825189942,38856.66,ARS
analista1,CASO-00131,10183420915,2024-05-25,ES4722737666445943023924,ES2011386025977210855884,63358.1,USD
analista1,CASO-00132,47438262535,2024-05-10,ES6504477673464085806748,ES9826370781154213596131,128888.24,ARS
analista1,CASO-00132,47438262535,2024-05-11,ES7693158956396595370373,ES3064284820177157505055,167714.57,ARS
analista3,CASO-00133,73274626407,2024-05-26,ES1297976313547532091185,ES8317871300186057026427,25757.89,USD
analista1,CASO-00134,52880758365,2024-05-17,ES1096504577477633081543,ES7158407935755038465390,128563.26,USD
analista2,CASO-00135,04223628681,2024-05-17,ES4099613997443841275508,ES2663890467088056013148,333276.46,USD
analista3,CASO-00136,40780796832,2024-05-26,ES7102261396297598025457,ES2952127568272099160877,345654.26,ARS
analista3,CASO-00136,40780796832,2024-05-26,ES6006418779852218405731,ES9134376942980307943536,331473.93,USD
analista3,CASO-00137,14871455604,2024-05-12,ES7676101079461946787921,ES2530071331620593033088,62889.53,USD
analista1,CASO-00138,42939073159,2024-05-22,ES9214722780153673801155,ES9716714454444136339868,52847.99,USD
analista1,CASO-00138,42939073159,2024-05-23,ES0216130197176199207505,ES8901637490180771551347,36524.45,ARS
analista1,CASO-00139,64489251567,2024-05-28,ES1952159975311142377146,ES8002196021184088847857,276012.41,ARS
analista1,CASO-00139,64489251567,2024-05-27,ES8186432046545121680401,ES9253796710887218431230,373145.67,ARS
analista2,CASO-00140,36456980091,2024-05-25,ES1041934252996155442057,ES9740146686357794180326,66996.24,ARS
analista2,CASO-00140,36456980091,2024-05-23,ES5990518448675780214054,ES5960843853058534866062,92135.05,USD
analista1,CASO-00141,16842780307,2024-05-13,ES1253397337706161450972,ES6373531004141313401347,157491.38,USD
analista1,CASO-00141,16842780307,2024-05-14,ES6740398437660756110523,ES8219941900257359891245,404528.46,USD
analista3,CASO-00142,18119497206,2024-05-28,ES9317813966297675922787,ES1790220869337721403100,169560.75,USD
analista3,CASO-00142,18119497206,2024-05-26,ES0411587073546105499921,ES8182258723543272326651,85685.3,USD
analista2,CASO-00143,31918481926,2024-05-08,ES4965263424933866291954,ES3204933870003155673580,27289.57,ARS
analista3,CASO-00144,48153082458,2024-05-24,ES1664495433773336120786,ES7542081328287677744579,174455.1,ARS
analista3,CASO-00144,48153082458,2024-05-25,ES4532597344282754315396,ES6400816087748594095197,446064.08,USD
analista2,CASO-00145,69987675919,2024-05-05,ES2815620835252887035307,ES7380788126531510121121,164924.74,USD
analista3,CASO-00146,83965924987,2024-05-02,ES8904686634537917032059,ES4840855789552495634185,269831.58,ARS
analista1,CASO-00147,97076955301,2024-05-09,ES5862373097440746621057,ES2786298062839041378940,107046.28,ARS
analista1,CASO-00147,97076955301,2024-05-10,ES4129232148896364421242,ES9085973510642356457561,60205.99,USD
analista1,CASO-00148,84130713271,2024-05-14,ES7226787955624090968434,ES8383620341138612401729,192961.82,ARS
analista1,CASO-00149,73121441040,2024-05-25,ES4316658158575524963642,ES0903147682936469920474,138957.58,ARS
analista1,CASO-00149,73121441040,2024-05-25,ES2966232197040614042891,ES8653364228293974407441,24073.64,USD
analista3,CASO-00150,09839086956,2024-05-23,ES6329958546608202926030,ES4383468226585090403362,251795.41,ARS
